"","Gene.symbol","Astrocytes","Neuron","Oligodendrocyte.Precursor.Cell","Newly.Formed.Oligodendrocyte","Myelinating.Oligodendrocytes","Microglia","Endothelial.Cells"
"2745","Nol6",9.9,18.6,16.8,11.9,4.3,8.8,3.9
"2746","Tet3",9,18.5,5.6,7.2,3.6,7,5.7
"2747","Ipo13",18.3,18.5,28,59.9,65.3,18,4.9
"2748","Ube2g1",14.3,18.5,16.2,23.7,16.5,4.5,37.5
"2749","Nanos1",0.3,18.5,3.7,0.8,0.3,2.4,0.8
"2750","Ubr3",17.8,18.5,10.5,12.2,4.6,2.1,9.4
"2751","Kras",13,18.5,15.7,14.2,8.3,13.4,18.7
"2752","Coro1b",22,18.5,36.7,59.5,47.6,155.2,90.2
"2753","Zfp36",153.2,18.5,64.9,9.4,14.7,2375.4,355.4
"2754","Penk",0.2,18.5,0.9,0.1,0.5,0.5,0.3
"2755","Plk3",6.9,18.5,6.1,19.9,32,35.8,27.2
"2756","Tmub2",23.7,18.5,24.8,19.3,17.2,23.7,18.1
"2757","Zfp512",10.2,18.5,10.7,6.7,4.1,5.3,4.7
"2758","Irgq",5.8,18.5,10,6.8,3.9,6.3,4.8
"2759","Inpp4a",5.1,18.5,6.4,20.8,5.9,2.7,2.3
"2760","Cuedc1",21.6,18.5,22.5,14,20.6,0.6,2.1
"2761","Mapk1ip1l",17.5,18.5,15.4,12.3,2.5,10.7,15.9
"2762","Ythdf3",24.2,18.5,15.5,14.4,3.6,3.8,23.7
"2763","Slc8a2",11.1,18.5,24.2,9.1,2.6,2,0.3
"2764","Prkce",2.1,18.5,5.4,1.9,1.4,1.6,5.4
"2765","Bmp7",22.1,18.5,31.8,5.7,0.3,0.2,0.3
"2766","Shisa4",56.5,18.4,73.8,322.1,350.7,4.4,1.1
"2767","Camta2",15.2,18.4,12.8,7,8.6,24.9,4.2
"2768","Fbxw2",12.6,18.4,14.1,10.8,7.4,13.3,25.9
"2769","Prkcb",4.5,18.4,35.8,17.3,5.2,7.2,3.8
"2770","Garnl3",3,18.4,1.8,1.1,2.4,6.8,1.3
"2771","Stk32b",0.1,18.4,1.2,0.6,1.2,0.1,0.1
"2772","Fastk",29.7,18.4,20.8,18.6,13,17.1,13.9
"2773","Rnf130",21.5,18.4,28.9,55.2,104.8,102.3,45.8
"2774","Nell1",0.1,18.4,0.3,0.1,0.3,0.1,0.2
"2775","Zranb1",14.1,18.4,11.6,10.7,4.1,4.1,12.4
"2776","Aup1",26.8,18.4,42.4,38.4,31.1,157.8,41.5
"2777","Atp8b2",8,18.4,11.5,5.5,1.2,3.9,14
"2778","Abcd3",60.1,18.4,48.3,60.7,27.8,7.8,17.3
"2779","Fam120a",27.7,18.4,18.2,20.3,9.7,9.1,20.8
"2780","Hipk1",16.2,18.4,15.3,11.7,4.5,8.7,21.1
"2781","Anapc4",18.9,18.4,12.6,11,6.4,3.7,15
"2782","Ddah1",72.8,18.4,70.7,10.4,2.9,1.5,28.3
"2783","Phkg2",17,18.4,17.3,18.6,18.7,20.3,11.3
"2784","Coro1a",0.5,18.4,17.2,2.3,3.5,375.2,3.1
"2785","Mrps21",16.1,18.4,33.2,34.6,42.6,35.3,52.7
"2786","Foxj3",12.9,18.4,7.1,5.2,0.9,3.4,8.6
"2787","Uhrf2",15.7,18.3,17.1,10,4,10.2,20.8
"2788","Lmo3",2,18.3,7.7,1.3,1,0.4,0.2
"2789","Ppp1r12c",25.3,18.3,21,16.1,11.8,54.6,24.6
"2790","Usp33",19.4,18.3,17,13.2,4.5,3.2,11.3
"2791","Adam22",3.3,18.3,15.7,13.7,6.4,0.3,0.1
"2792","Yaf2",14.2,18.3,24.6,30,20.6,10.2,42.1
"2793","Neurl4",10.4,18.3,11.5,12.2,10.7,9.9,5.2
"2794","Ano8",11.6,18.3,10.5,9.5,8.6,7.7,2.3
"2795","Gga1",13.1,18.3,16.3,13,9.2,30,18.4
"2796","Ube2k",9.2,18.3,14.8,15.9,9.4,7.7,14.9
"2797","1110014N23Rik",14.5,18.3,16.1,12.8,9.9,22.4,10.3
"2798","Sept2",54.7,18.3,66.7,101.2,52.4,16,100.4
"2799","Papola",18.1,18.3,24.9,15.7,6.6,9.6,37.9
"2800","Syvn1",19.5,18.3,14.2,19.9,13.2,15.1,8.7
"2801","Eef1d",16.1,18.3,29.5,23.5,29.1,52.3,30
"2802","Fnta",19.8,18.3,34.6,133.4,77.3,20.5,35.5
"2803","Rell2",0.6,18.3,3.2,1.2,5.9,5,0.7
"2804","Megf8",8,18.3,10.4,8.8,5.4,7.6,4
"2805","Cdkn1a",5,18.3,5.6,1.6,2.6,109.8,146.3
"2806","Eef1e1",8.2,18.3,16,17.3,10.7,7.5,9.8
"2807","Dyrk2",19.6,18.2,9.5,3.5,0.6,45.4,12.2
"2808","Sp3",17.7,18.2,14.7,8.4,2.4,2.8,26.9
"2809","Arid1a",18.7,18.2,11.6,13.2,3.8,14,7.2
"2810","Ccdc50",20.9,18.2,14.1,8.9,2.7,9.9,15.7
"2811","Slc38a10",12.1,18.2,17.2,25.6,25.9,67,25.3
"2812","Mtdh",30.7,18.2,34.6,29.8,9,28,24.3
"2813","Zc3h11a",36.2,18.2,27.3,19.3,5.1,10.9,20.7
"2814","R3hdm1",18.4,18.2,16.8,15.7,6.2,3.2,6
"2815","Lingo1",1.8,18.2,20.5,6.9,2.5,2.2,0.3
"2816","Mfng",0.7,18.2,4.3,0.9,2,94.4,87.4
"2817","Ppp6c",17,18.2,22.5,20.9,14.7,22.8,34.2
"2818","Fgf12",5.3,18.2,17.9,5,1.6,0.5,0.6
"2819","Bbip1",16.3,18.2,14.8,11.9,11.2,3.9,16
"2820","Rbfox3",0.3,18.2,2.7,0.4,2.3,2.5,0.5
"2821","Arhgef2",8.6,18.2,10.3,33.2,36.7,36.9,32.2
"2822","March5",13,18.2,17,13.1,5.7,8.3,15.9
"2823","Taz",21.2,18.1,16.5,15,9.6,25.5,12.9
"2824","Lman2l",10.4,18.1,18.5,13.2,6,24.2,4.7
"2825","Hcn2",1.1,18.1,14.8,18.9,67.2,3.8,14.9
"2826","Kpna3",16.1,18.1,16.5,13.2,4.8,6.1,13.9
"2827","Trappc9",8.2,18.1,15.1,13.7,10.2,21.1,7.5
"2828","Samd4b",14.9,18.1,25.3,60.9,22.9,14.9,9.2
"2829","Setd3",16.1,18.1,12.8,18.9,30.9,15.7,17.5
"2830","6030419C18Rik",5.9,18.1,14.2,4.1,3.4,2.7,0.2
"2831","Ranbp9",17.8,18.1,28.9,14.2,5.4,6.2,16.9
"2832","Vstm2b",0.2,18.1,43.1,7,1.2,0.4,8.4
"2833","Purb",11.8,18.1,11.6,9,2.9,5.9,11.2
"2834","Eif3e",11.9,18.1,26.7,20,13.6,10.6,74.6
"2835","Mast2",10,18.1,17.6,6.4,4.4,8.6,5.1
"2836","Nub1",7.2,18.1,10.8,9.4,9.9,16,14.7
"2837","Nrxn3",1.2,18,3.1,0.6,0.3,0.3,0.1
"2838","Atrx",25.9,18,12.5,5.3,1.1,1,14.3
"2839","Gbas",27.9,18,30.9,20.8,19,9,25.9
"2840","Alg10b",10.7,18,11.4,9.2,2.1,2,10.9
"2841","Fam13b",19.6,18,10.6,6.6,1.7,5.3,7.8
"2842","Nbea",4.9,18,7.9,5.3,2.1,0.3,3.2
"2843","Ube2w",12.2,18,15.7,14.5,7.7,4.8,17.6
"2844","Gm11968",9.6,18,21.9,21.3,15.7,54.2,91.2
"2845","Sympk",13.6,18,21.7,42.2,27.7,24.8,17.2
"2846","Nfil3",31.1,18,8.7,31.4,13.5,22.4,11.1
"2847","Rps24",8.2,18,20.1,17.8,20.9,36.9,75.1
"2848","Trp53bp1",12.3,18,11.4,6.6,2.3,3.2,4.4
"2849","2410004B18Rik",10.1,18,17.5,18.1,11.2,7.1,12.5
"2850","Kcnip4",1.2,18,1.2,0.4,0.4,0.1,0.3
"2851","Slc39a3",7.6,18,20.6,21.4,28.6,12.7,7.8
"2852","Vps41",14.7,18,25.7,17.3,11.7,8,13.4
"2853","Pspc1",13.7,18,22.2,16.9,5.2,5.6,11.5
"2854","Add3",41,18,24.6,24,12.5,4.3,27.7
"2855","Crkl",14.8,18,23.4,17.2,6.3,9,13.1
"2856","Atp5k",6.8,17.9,13.6,16.2,16.6,12.3,33.1
"2857","Rnf38",10.8,17.9,8.3,7.9,2.6,3.7,10.3
"2858","Immt",27,17.9,29,26.4,23.2,18.7,25.9
"2859","Man2c1",14.3,17.9,13.7,13.3,9.8,22.8,8.7
"2860","Yipf1",15.5,17.9,28.2,43,22.2,33.2,40.4
"2861","Cyth1",11.1,17.9,5.8,31.4,46.1,15.5,19.3
"2862","Gpaa1",20.2,17.9,27,20.4,10.3,31.1,13.7
"2863","Timm44",26.3,17.9,14.7,11.4,6.6,11.8,14.9
"2864","Prpf4b",38.7,17.9,21.3,13.5,1.9,2.1,15.5
"2865","Socs7",8.5,17.9,8.8,7.4,3,8,3.2
"2866","Hdac6",12.6,17.9,16.4,5.7,2,6,4
"2867","Sec24c",21.3,17.9,25.8,28.2,16.2,17.2,15.7
"2868","Dab2ip",7.2,17.9,9.7,4.6,5.2,2.6,22.4
"2869","Serpini1",1.2,17.9,2.4,3,1.4,0.1,1.4
"2870","Ncoa5",11.8,17.9,12.4,7.7,3.3,8.4,5.8
"2871","Tmem14c",21.1,17.9,33.8,42.5,40.7,44.6,94.4
"2872","Fam65a",9.7,17.9,8.8,4.6,2.1,3.5,31.3
"2873","Dyrk1a",22.2,17.9,13,12.3,3.8,11,9.8
"2874","Rdx",35.8,17.9,37.7,53.7,33.9,6.9,33.1
"2875","Tmem201",17.9,17.9,15,13.8,9.1,12.3,3.7
"2876","Surf1",10.4,17.9,18.3,17.7,23.7,20.5,17
"2877","Imp3",14.7,17.9,28.3,37.5,37.3,26.3,49.4
"2878","Psmg4",9,17.8,14,12.5,8.5,12.6,13.9
"2879","Ppp4c",18.3,17.8,25.8,20.6,16.2,55.8,40.4
"2880","Stk39",5.4,17.8,12.2,33.5,27.3,0.4,9.9
"2881","Ankrd13c",16.8,17.8,16.8,14.8,6,4.1,16.7
"2882","Caml",15.6,17.8,17.1,12.3,8.5,7.9,31.2
"2883","Senp3",12.5,17.8,18.7,17.5,10.1,18.5,17.9
"2884","Myt1l",0.1,17.8,2.1,0.6,0.3,0.2,0.1
"2885","Memo1",21,17.8,18.4,15.6,12.5,12.8,25.3
"2886","Rnf103",16.2,17.8,13.3,10.4,7,4.6,11.1
"2887","Aarsd1",7.4,17.8,19.4,12.3,9.4,11.7,12.5
"2888","Ubl4",10.1,17.8,20.3,19.5,17.5,19,12.7
"2889","Ash2l",13.5,17.8,20.5,18.2,10.5,8.4,11.4
"2890","Uba5",21.5,17.8,21.4,14.9,6.9,9.8,14.9
"2891","Wdfy1",8.8,17.8,15.1,29.5,14.1,13.2,12.2
"2892","Sv2b",1,17.8,1.9,0.1,1.1,0.5,0.2
"2893","Mta3",6.1,17.8,13.7,17.7,21.5,5,8.7
"2894","Med24",12.4,17.8,16.8,10.8,5.6,10.6,9.1
"2895","AI413582",16.3,17.8,11.6,10.7,25.1,26.6,9.1
"2896","Lamp2",71.5,17.8,63.6,75.9,55.3,76.5,86.1
"2897","Nipsnap3b",9.7,17.8,13,28,28.8,13,10
"2898","BC031353",13.5,17.8,7.4,22.6,12.2,1.8,6.4
"2899","Ptpn5",9.3,17.8,27.6,3.9,1.5,1.9,0.3
"2900","Nr1h2",33.7,17.7,30.3,30.2,26.3,58,31.4
"2901","Pnoc",0.1,17.7,0.3,0.1,0.2,0.1,0.1
"2902","Epn2",20.4,17.7,218.7,84.6,37.5,5,28.5
"2903","Nploc4",11.6,17.7,13.8,17.3,15.6,16.4,10.8
"2904","Ube2i",6.2,17.7,13.5,13.8,9.6,12.7,9.4
"2905","Commd1",9.9,17.7,27.2,26.1,33.3,27.2,65.9
"2906","Sephs2",4.4,17.7,11.9,10.7,9.8,18.9,11.2
"2907","Nova2",1.6,17.7,5.9,2.9,1.3,0.5,3.9
"2908","2410001C21Rik",7.8,17.7,17.3,17.2,16.7,39.2,17.8
"2909","Nus1",12.1,17.7,14.4,12.2,4.7,5.8,29.8
"2910","Phf23",15.8,17.7,13.1,9.7,8.7,56.4,29
"2911","Hs3st1",1.6,17.7,3.1,17.6,41.1,0.3,4.9
"2912","Ube2z",8.4,17.7,12.5,7.4,5.9,22.4,21.6
"2913","Atxn2",20,17.7,9.7,12.2,10,4.6,4.9
"2914","Slc6a15",0.2,17.7,5.1,2.4,0.6,0.1,0.2
"2915","Cnot6",20.9,17.7,22.1,14,2.8,1.9,29.7
"2916","Mad2l2",9.9,17.6,26.2,17.1,14.8,15.2,12.2
"2917","Bpnt1",12.9,17.6,15.5,25.2,32.6,7.1,9.1
"2918","Tm7sf2",91.5,17.6,12.4,38,41.5,3.8,8.6
"2919","Anxa6",42.1,17.6,48.1,18.5,4.4,35.2,135.2
"2920","Atp2b2",5.3,17.6,8.2,1.4,1.8,1.2,0.2
"2921","Rbm18",18.9,17.6,17.9,16.5,7,6.1,23.7
"2922","Ncln",29.7,17.6,27.1,37,29.8,52,20.5
"2923","Snrpa",12.7,17.6,23.2,16.5,10.8,20.8,13.8
"2924","Ncoa1",14.9,17.6,12.5,5.6,1.2,1.2,8.5
"2925","Cd2bp2",12.679898,17.6,17.1,14,13.1,9.5,15
"2926","Stam",14.1,17.6,20.1,36.5,12.8,2.4,8.8
"2927","9030624J02Rik",16.7,17.6,24.6,16.2,13.6,25.4,12.7
"2928","Cggbp1",16,17.6,20.4,17.4,8.6,7.3,39.1
"2929","Pcgf2",6.6,17.6,7.9,2.8,0.3,1.3,3.8
"2930","Pdgfb",0.6,17.6,4.2,0.1,0.4,160.3,38.2
"2931","Siah1a",14.5,17.6,14.3,8.2,3.4,4.3,16.8
"2932","B4galt3",12.9,17.6,19.6,13.7,4.1,23.9,6.4
"2933","Sort1",24.8,17.6,10.6,22.4,48.2,36.8,12.9
"2934","Ssu72",11.1,17.5,14.9,23.3,25.7,21.5,61.4
"2935","Slc45a1",0.1,17.5,10.8,4.5,2.2,0.5,0.1
"2936","Fam5b",4.5,17.5,17,4.6,0.8,0.8,0.2
"2937","March7",22.2,17.5,16,9.3,2.3,5.6,34.6
"2938","Slc38a3",451.2,17.5,107.1,14.1,8.2,5.9,333.6
"2939","2700089E24Rik",19.2,17.5,27,22.9,19.1,3.8,18.7
"2940","Fat3",3.2,17.5,2.5,0.5,0.1,0.4,0.1
"2941","Slc29a4",0.8,17.5,14,2,0.6,0.8,12.3
"2942","Adcy5",0.7,17.5,15.9,16.1,24.5,1.3,0.2
"2943","Ech1",28.4,17.5,27.6,38.5,59.4,52.3,71.9
"2944","Rps15a",5.4,17.5,9,7.8,2.4,7,8.6
"2945","Drosha",9.1,17.5,15.8,12,7.5,4.8,11.7
"2946","Rab3c",0.1,17.5,4.1,0.9,0.7,0.2,0.1
"2947","2900092E17Rik",17.2,17.5,16.8,12.9,15.2,15.3,11.2
"2948","Prmt8",0.1,17.5,2.8,0.6,1.3,2,0.3
"2949","Ric8",11.3,17.5,12.4,15.6,17.2,16.2,17
"2950","Kcnk9",0.1,17.5,0.2,0.1,0.1,0.1,0.1
"2951","Rgs10",0.4,17.5,27.4,2.9,6.2,437.8,3
"2952","Fh1",23.4,17.5,35.8,21.8,12.8,13.4,32.8
"2953","Mll5",16.6,17.5,8.6,7.2,1.5,2.5,9.4
"2954","Acvr1b",4.4,17.5,12.3,5,1.3,5.7,0.3
"2955","3110043O21Rik",10.4,17.5,9.1,10.7,7,29.1,7.2
"2956","Pde4dip",9.3,17.5,20.7,26.3,19.6,4.1,1.1
"2957","Lhfpl2",19.4,17.4,26.2,44.6,3.5,31.5,65.3
"2958","Ptpn23",15.2,17.4,11.5,12.8,4.8,26.7,4.8
"2959","Tmem189",15.3,17.4,16.1,57.1,88.8,63.9,13.5
"2960","Phf1",7.8,17.4,5.7,3.5,2.2,19.3,7.8
"2961","Rbm15b",11.2,17.4,16,10.6,5,12,9.9
"2962","D10Jhu81e",17.4,17.4,22.1,31.3,28.5,26.9,20.6
"2963","Dpf2",20,17.4,28.2,22.1,16.6,32.6,16.9
"2964","Dusp6",74.2,17.4,27.4,4,1.1,70.3,213
"2965","Plxnb2",22.7,17.4,32.7,7.5,1.9,180,4.3
"2966","Srp9",6.1,17.4,9.7,8.4,5.7,4.8,11.6
"2967","Por",35.3,17.4,29.2,25.4,24.5,91.9,34.3
"2968","Hmga1",3.6,17.4,10.8,5.5,4.3,68,2.3
"2969","Oat",72.2,17.4,28,11.7,12.8,39.1,16.3
"2970","Ralgps2",4.1,17.4,9.9,3.1,0.4,2.5,5.4
"2971","Mef2c",1.6,17.4,6.3,0.5,1.8,15,15.7
"2972","St7",9.1,17.4,16,7.7,1,4.2,7.4
"2973","Hexb",8.6,17.4,205.2,18.3,31.2,3590,37.4
"2974","Asns",1.2,17.4,17.4,10.3,4.5,2,6.6
"2975","Gba2",14.5,17.4,11.6,8.1,3.7,10.6,6.9
"2976","Med16",5.3,17.4,7.6,8,6.5,10.8,10.7
"2977","Brd1",14.2,17.4,10.8,11.6,5,7.7,11.4
"2978","Ube2r2",12.7,17.3,24.2,20.4,13.6,11.2,25.8
"2979","Snapin",20.4,17.3,21.2,39.9,41,13.7,12.2
"2980","Grn",38.9,17.3,51.9,25,19.1,881.4,36.3
"2981","Tmem11",13.1,17.3,14.4,13.3,8.1,27.1,30.1
"2982","Emg1",16.7,17.3,27.3,12.9,8.1,27.4,27.7
"2983","Mtap9",7.5,17.3,3,1,0.4,0.2,0.8
"2984","Gipc1",13.2,17.3,22.6,129.2,74.9,37.9,29.9
"2985","Sel1l",25,17.3,42.5,34.9,14.7,11.7,14.2
"2986","Tomm7",14,17.3,32.6,26.8,23.7,30.8,58.6
"2987","Cops4",16.7,17.3,38.2,28.1,19.2,53.4,39.1
"2988","Jazf1",1.6,17.3,11,3.3,0.8,0.4,1.5
"2989","Dnpep",14.9,17.3,20.8,15.7,14,18.7,26.9
"2990","Dot1l",22.6,17.3,13.3,13.4,5.7,21.6,7.4
"2991","Eif4e",13.7,17.3,18.5,11.8,6.6,9.6,16
"2992","Tle2",6,17.3,12.8,17.2,6,1,0.4
"2993","Copb2",21.1,17.3,32.8,24.3,11.6,21.1,42.8
"2994","Nup62",9.5,17.3,17,13.4,7,53.4,13.5
"2995","Msi1",24.8,17.3,12.9,3.6,0.9,0.5,0.1
"2996","Sept11",32.9,17.3,9.4,4.1,1.8,4.9,14.7
"2997","Grem2",0.1,17.3,0.3,0.1,0.1,0.1,0.1
"2998","Cstb",13.3,17.3,32.6,27.3,42.1,153.9,105.9
"2999","Osgin2",11.8,17.3,13.3,6.6,2.1,4.2,2.3
"3000","Fam196a",0.4,17.3,2.4,0.8,0.1,0.1,0.1
"3001","Eif4e2",14.5,17.3,16.8,14.4,8.2,18.3,29.1
"3002","Arfip2",16.2,17.2,13.6,14.2,11.2,7.1,15
"3003","Strn3",24,17.2,17.2,15,5.6,2.2,35.2
"3004","Aimp2",11.2,17.2,18.1,13.4,10,9.7,14.8
"3005","Eprs",22.1,17.2,20.8,23.2,9.3,8,14.3
"3006","Ednrb",333,17.2,292.7,46.5,2.2,4.7,1.9
"3007","Usp47",20.4,17.2,15.8,11.1,3.6,4.1,17.9
"3008","Ssbp2",7.9,17.2,6.9,2.5,2.2,4.2,1.1
"3009","Flywch2",1.9,17.2,4.3,2.2,3.1,1.3,0.3
"3010","Tnfrsf19",201.3,17.2,48.2,8.8,2.7,1.6,64.6
"3011","Maneal",4.8,17.2,28.4,9.4,6.6,0.3,0.1
"3012","Prpf40b",17.6,17.2,11.2,7.5,3.7,3.7,4.8
"3013","Syncrip",17.5,17.2,18.9,11.7,3.3,5.9,13.8
"3014","Dcaf15",17.4,17.2,16.8,12.6,7.2,12,8.8
"3015","2310028O11Rik",14.1,17.2,21.5,18.9,14,18.4,34.4
"3016","Nr4a2",52.8,17.2,2.3,1.2,0.5,0.4,18
"3017","St6galnac6",3.8,17.2,15,5.9,6,20.6,4.4
"3018","Farsb",10.5,17.2,21.3,15.9,8,5.7,17.6
"3019","Acsl6",129.7,17.2,33.7,4.2,4.5,2.4,0.6
"3020","Tmem38a",8.8,17.2,17.2,14.5,15.4,2.6,1.3
"3021","Lrrfip1",6.6,17.2,15.2,4.3,0.4,7.3,29.3
"3022","Pias2",18,17.2,19.3,14,7.1,5.3,22.9
"3023","Lrrc16b",7.5,17.2,9.1,3.5,2,0.6,0.1
"3024","Htra1",493.8,17.2,110.4,14.1,16,12.9,69.7
"3025","Ddr1",26.6,17.2,40.4,156.2,136.3,0.6,0.4
"3026","Lmbrd1",27,17.2,39.1,43.9,33.1,11.1,25.6
"3027","Sf3a1",19,17.2,15,10.1,5.8,13,13.8
"3028","H2afx",10.7,17.2,30.8,19.4,12.6,11.4,19.2
"3029","Sorbs1",20.1,17.2,11.3,3.1,1.8,0.4,19.5
"3030","Gm3258",9.2,17.2,20.2,21.6,22.2,34.6,43.2
"3031","Egln1",11.3,17.2,23.3,16,14.4,9.5,18.7
"3032","Cstf2",18.4,17.1,30.9,20.3,7.3,2.9,15.3
"3033","Trappc10",13.9,17.1,15.9,22.7,15.2,28.8,5.5
"3034","Jmjd8",19,17.1,29,29.1,16.1,17.9,20.3
"3035","Dars",26.7,17.1,32.6,36.4,23.1,7,26.4
"3036","Dgcr6",14.7,17.1,19.3,15,15,8.2,17.3
"3037","Nfx1",18.9,17.1,11.2,12.3,4.4,6.3,7
"3038","Erlin2",18.8,17.1,29,14.7,7.8,10.3,18.4
"3039","Arhgef12",34.7,17.1,11.3,7.1,4.8,2.7,27.6
"3040","Slc27a4",11.5,17.1,21,47.1,36.2,18,7.2
"3041","Rab24",17.6,17.1,16.6,15.5,11.6,19.7,14.3
"3042","Nt5c2",12.9,17.1,13.6,7.5,4.2,11.5,7.2
"3043","1110012J17Rik",2.9,17.1,6.4,1.9,0.7,0.2,3.5
"3044","Lime1",20.8,17.1,17.2,12.4,2.9,7.1,4
"3045","Slc6a8",14,17,20.1,69.2,44.3,5,6.6
"3046","Ssna1",10.7,17,22.8,34.4,45.9,16.6,32.5
"3047","Anks1b",0.6,17,68.7,68.6,53.4,0.6,0.2
"3048","Pak6",0.6,17,3.4,0.8,1.6,3.7,0.2
"3049","Myo5a",4.3,17,20.3,11.6,1.4,1.6,0.2
"3050","Tmem55a",23.8,17,20.7,9.4,2.2,4.6,10.8
"3051","Fbrsl1",50.3,17,8.1,4.9,3.3,32.1,3.9
"3052","Sgpl1",31.8,17,54.2,26.3,7.1,142.4,6.7
"3053","Hcn4",0.1,17,0.4,0.1,0.1,0.1,0.1
"3054","Ankrd13d",10.5,17,6.9,6.3,2.4,5.7,0.9
"3055","Wbp1",16.3,17,27,45.4,43.4,13.5,35.2
"3056","Hspe1",15.1,17,25.2,25.1,16.6,21.1,17.4
"3057","Zfp414",15.7,17,18.9,13.2,10.4,8.7,10.5
"3058","Gnaz",1.4,17,6.9,3.7,1.3,0.6,0.2
"3059","Sec11c",36.3,17,67.3,44.9,55.3,43.6,76.8
"3060","Calcoco1",14.7,17,17,9.9,9.8,11.6,12.7
"3061","Vapb",7.1,17,14.1,17,16.5,9.5,13.1
"3062","Tpd52l2",19.5,17,29.2,23.5,20.2,20.3,26.5
"3063","Tbrg1",14.7,16.9,22.1,18.3,15.7,11.6,53.5
"3064","Prpf39",30.4,16.9,13.6,9.9,1.4,1.9,11
"3065","Phc1",16.7,16.9,17.1,31,30.3,6.6,11.7
"3066","Wdr77",12.3,16.9,12.4,7.1,4.5,6.2,4
"3067","Phc2",20.9,16.9,27.9,54.8,66.2,39.4,65.8
"3068","Ogdh",15.4,16.9,15.8,12.6,14.9,16.6,18.1
"3069","Jkamp",19.9,16.9,20.5,26.3,15.7,6.9,17.2
"3070","Bre",10.7,16.9,27.1,23,26.3,29.1,23.9
"3071","Tmpo",17,16.9,42.3,12.3,4.1,8.8,31.4
"3072","Tmem131",12.1,16.9,10.7,6.2,2,5.8,10.4
"3073","Tnks",8.2,16.9,14.3,16.2,7.1,2.5,7.1
"3074","Rxrb",7.8,16.9,22.8,15.3,15.4,52.8,22
"3075","Csl",25.2,16.9,18.2,15.3,13.5,8.5,13.1
"3076","Ttc7b",7,16.9,13.2,7.1,6.6,5.7,30.8
"3077","Sgk1",11.6,16.9,113.1,85.4,24.4,1050.8,303.4
"3078","Gtf2f1",16.5,16.9,19.1,21.5,16.9,16.4,15.7
"3079","Gtpbp1",10.6,16.9,16.3,8.8,3.3,28.8,10.4
"3080","Mt1",210.4,16.9,143.9,92.4,93.9,144.9,47.6
"3081","Dgkd",11.1,16.9,14.1,10.1,12,62.4,13.5
"3082","Dtd1",3.9,16.8,23.1,11.7,7.9,1.8,8.5
"3083","Vps33a",7.6,16.8,14.6,15,10,26.6,7.9
"3084","Efhd2",43.2,16.8,18.6,2.1,8,453.4,9.8
"3085","Mrpl42",13.8,16.8,19.8,11.6,11.1,6.2,20.9
"3086","B4galnt1",0.4,16.8,21.2,5.2,1.8,35.1,0.4
"3087","Ppfia3",1.6,16.8,7,6.4,22.4,5.7,0.2
"3088","B3galnt1",0.7,16.8,11.1,3.2,1.8,6.4,1.2
"3089","Psma4",12.4,16.8,21.6,17.3,11.1,8.8,25.9
"3090","Tmem160",9.6,16.8,20.5,23.7,28.9,43.3,36.9
"3091","Wiz",6.2,16.8,9.5,10,7.7,9.1,4.9
"3092","Srek1",39,16.8,18.5,10.6,1.4,2.4,7.3
"3093","Mrpl53",12.2,16.8,16.4,34.4,38.3,14.1,34.6
"3094","Cdc42bpa",11.8,16.8,10.6,11.4,6.6,1.1,6.7
"3095","Tbc1d17",7.2,16.8,11.6,9,13,28.8,8.9
"3096","Wars",10.4,16.8,26.3,23.7,17.8,22.2,25.4
"3097","Rnh1",22,16.8,22.4,17.4,15.6,100.5,43.8
"3098","Nt5m",11.9,16.8,16.5,14,15,11.2,11.6
"3099","5430416N02Rik",9.1,16.8,11.9,10.8,8,2.6,9.3
"3100","Gemin7",8.4,16.8,17.2,11.5,11.5,21.9,29.8
"3101","Pak1ip1",17.3,16.8,17.9,10.5,4.5,9.2,35.9
"3102","Sec31a",15.3,16.8,15,16.2,8.9,22.6,26.2
"3103","Hs2st1",20.7,16.8,20.1,15.9,5.9,4.1,9.1
"3104","Cebpg",6.7,16.7,6.5,4.2,3.5,7.7,8.7
"3105","Cobra1",13.3,16.7,16.5,12.2,8.3,15.8,17.1
"3106","Rps13",6.8,16.7,15.8,16.3,14.7,39.5,47.2
"3107","Eif4a1",9.5,16.7,17.6,26.8,15.2,34.4,31.1
"3108","Rbm22",16,16.7,25.8,26.8,16.1,21.4,22.8
"3109","Zdhhc17",22.8,16.7,21.2,22.8,9.9,1.7,7.1
"3110","Pou6f1",14,16.7,22.1,7.9,2.9,8.3,2.3
"3111","Bzrap1",8.6,16.7,15.3,7.1,14.3,1.8,0.1
"3112","Ubap2",8.5,16.7,8.1,8.5,5.6,6.4,10.3
"3113","Nrd1",20.2,16.7,17.9,30.3,18.4,11.6,27.6
"3114","Reps1",17.5,16.7,15,14.9,6.4,7.9,3.4
"3115","Slc27a1",160.5,16.7,16.6,6,7.2,9.5,4.4
"3116","Dhps",6.9,16.7,10.6,12.5,12.4,15,10.2
"3117","Timm9",10.9,16.7,11,8,5,3.4,5.8
"3118","Hmox2",8.3,16.7,24.6,26,65.9,42.5,19
"3119","Aldh2",24.9,16.7,33.5,13,4.4,45.8,48.8
"3120","Yipf3",26.2,16.7,29,36.7,36.4,36.4,31.1
"3121","Mir703",3.7,16.7,19.5,19,13.3,29.4,97.7
"3122","Sez6l",38.4,16.7,57.9,71.1,7,0.5,0.2
